chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
-1.0474407842289586,-0.016049592848857163,0.251332394899055,0.30287583096349485,0.9950752270364627,-0.3221653675974086,1.1739745267040946,0.18900826615974423,1.0450753557194143,0.19207365101651838,0.5547570015358227,-0.32255176155586895,0.20836710756979515,0.5822374844258378,0.3328653477480022,-0.5773427177325842,-0.5799138889214515,0.6608841530084557,-0.7421240562692425,-1.1658011917450064,-0.9736286368875762,0.3491090497987265,-0.1846960451631074,-0.9103818353104767,-1.2790295806870844,0.4906892906372148,-0.9506654246349401,-1.505597376441658,-1.097255406755089,0.36193724561151674,-1.2336912184181663,-1.2540131493711586,-0.7559920180934422,0.12205372797427998,-1.281987385858782,-1.2114135122181684,-1.2661219657314766,1.131618518904619,-1.0237593226828063,-0.8382204158513323,-0.766945301867737,0.9428896851245377,-1.1168908209742912,-0.8742714954957593,-1.2021246318645573,-0.7781812340005775,-0.9776280154163872,-1.5389849145754977,-0.14826140866245002,0.23063618086898754,-0.11735317260013044,-0.7731744991308863,-0.5781685346846017,0.3627101664555587,0.30589538774046876,-1.0260823208790528,0.5162829986553071,5
0.053105789603281266,-0.5932689756307163,1.2262216244525883,-0.6170366139169206,1.0861174501090642,-0.6984439804843112,1.1613634796722634,-0.6435193514637071,1.1433540542973992,-0.4609229899656006,0.4978684846459651,-0.5617775041949739,0.16497657257153067,1.7547474891719246,-0.8796219586057644,-0.253315121344822,-0.07901484862955051,1.2472077900187302,-1.19145376927609,-1.1749821734820647,-1.282610921376931,0.5321253274109085,-1.0607370483312715,-0.3283908344731942,-1.0966067650641418,0.6962779803285711,-1.0926008464228822,-0.662662952771796,-0.18053823046256226,1.153839743471608,-0.8072347994847275,-0.02466128784658185,-0.3792079743363538,1.276645284977176,-0.9129894637984407,0.2082454490907478,-0.7177742842244437,0.8165239853088321,-0.5800614510080725,0.4656883934493929,-0.8191570647805768,0.6322971380565369,-0.7298700887625456,0.452407043254873,-0.8289176916515653,0.6593629805517047,-0.9297344692875741,-0.2628363302004826,-0.6518765429397256,0.8563953283354634,-0.5681324985490912,-0.07317612106888689,-0.437624109785013,-0.8179206616694,-0.8630835105474656,0.7430572716833956,-0.5596366384654211,2
-0.05121527045281073,-0.20469145893573207,-0.37023297019955476,-0.38321465196885196,-0.030388717962898198,-0.7966857768830937,-0.11808153927895512,-0.6304822631366775,0.07406548769278927,-0.6056178046432986,0.06311255268370582,-0.4915457989350965,-0.37208801701197713,-0.53054472446167,-0.9669949178004954,-0.4340979776146915,1.1486788775760894,0.24628183340886192,-0.25049853295688784,0.1580659034350743,-0.9312677190001457,-0.9170606395790416,-0.17657815241836203,0.34846840131019285,-0.8401120682571441,-0.960010828814331,-0.19107078506982936,1.2199179108356037,-0.0704222252011252,-1.5793052511728034,-0.5985205571078783,1.0907494214739917,-0.9498273331037785,-2.094860382571479,-0.5512533937831481,0.3777146658924495,-0.5650396035947202,-1.3026769029124254,-0.5170548205884841,0.22890479142251052,-0.6595514724033095,-1.103795486598033,-0.7286927369095664,-0.5416425289365159,-0.6790092229459792,-1.4331924719546374,-0.03991342672202804,-0.29268138054462456,-0.5285061073516767,-0.6212096079136559,-0.6474257671035707,-0.47164291511499196,-0.4519520571648649,-1.0544152479859832,-0.8785355844794815,-0.41154840987175867,-0.7971439328434071,9
-0.7317019288375882,-0.7018577231192806,-1.1129971644428232,-0.4806821680251412,-1.976631907147685,-0.961869389859268,-2.270269486039142,0.8951251063740614,-2.03486652137274,-1.001635615915909,-1.4451064805105895,-0.9151010959553575,0.21523732300071324,-0.7707156906419002,0.3311463416731795,-0.8408093667868003,-0.9734774205793738,-1.5769244566731249,2.1905624116824,3.0067113966614887,0.41984682332796436,0.8959592789070859,2.3501070003268723,-2.262071087835806,0.27148563102560036,0.4035553871377179,-0.2765512120160199,-0.372022377927572,-0.3567202785147238,-0.20962364556535612,0.48274397690786713,-0.5170118412354522,-0.24089307122768822,0.2059556544354578,0.00272833077449161,-1.3252491925614724,0.2207196135412278,-0.5992113032258433,-0.6146698942268509,-0.6028302153048042,0.9691144486090149,-0.006971399530682805,0.136101511470873,0.29440090161511007,-0.38235118736746554,-0.1109214925154476,-0.6839056769650445,-0.6597745189818891,-0.40513426255394996,0.3950126025595788,-0.2263470302424992,0.8691353906843462,-0.7186350828578598,0.7319011297824594,-0.4241111248332494,-0.2888230283620392,-0.2938079704958623,5
-1.3682394757512453,-0.3121775764092105,-0.7796485158548845,-0.5649668682120474,-1.6187146166341781,-0.7822888195675406,-2.2867043666798375,-0.7746698054497356,-1.7261190555172397,-0.9645935612337759,-1.1223635904425673,-0.6742864094876134,0.21754835847355414,-0.5376939119769393,0.36769623856939104,-0.8243491472640423,1.1486788775760894,-1.16479391813032,0.9418024161681493,2.4367440678237675,1.2349949726657272,-1.6364103038248954,2.1777832613927126,-0.6339432419126804,1.5430184370458824,-0.2209605636358856,0.5775894461329292,-1.2237886155931508,-0.22309150401811642,-0.6185365101508546,-0.376043078876868,-1.8350914644960432,-0.3488109777013265,0.3623226747182497,-0.05485068651538084,-2.0075998069387673,0.6658492539562176,-2.375915536176842,0.5948496803461597,-1.7949167524056326,0.06678872344230016,-0.43839764604114956,-0.3106704767828763,-2.723562231071083,0.4782999334399109,-0.8575893778027895,0.2673626942097865,-1.875391567866316,-0.6314056585545583,-1.8010998527758821,-0.22168775708995106,-1.8864315932631135,-0.5127922790062898,-0.29724188547636277,-0.6557426249740064,-1.925799129603201,0.07806096720242005,5
1.9127680579451032,-1.371073896972053,-0.18305365171567722,-0.23790005196040312,0.47821335710725255,-0.4014706693733435,0.18966813812553288,-0.9140937893264272,0.5020229758581523,-0.8623086718568616,-0.07529019979642816,0.22441543401209377,0.17329568033935888,-0.31802373309299453,-0.46777385360972806,-0.37477115616703294,-0.42686140438781495,0.13344005780488766,-0.6363889713728661,-0.8843757813323518,-0.6832805925684179,-0.6444450118904879,-0.21736085329383237,1.60783660440498,0.4814887691836544,-0.4343353065563906,0.042328706831617026,1.663950073597315,0.16521215175655704,-0.7074542031956375,0.15970959026108814,1.933307169656174,-0.3132977788277572,-0.06175676995722077,0.0713873689218618,1.612445347555633,-0.684349747595972,-0.02032681852114616,-0.26552661896580965,1.5330780639817945,-0.21688104298224462,0.3174885348736603,0.03904651203534336,1.4632909318866687,-0.4564764508199669,-0.1639203566961237,-0.5506490742717782,0.9165202450893024,-0.3650586879989287,0.36285525728220597,-0.12731663882546213,0.2833265986165656,-0.5215408499561714,-0.9610757875062732,-0.13855864528763912,0.06728912866069454,-0.12157761979192534,4
-1.074068342149087,0.7556963121651493,-0.87548245802845,-0.5302948156827888,-0.48549259349496127,0.2620345069408575,-0.22137893936792372,0.020796346306161086,-0.5190605740721566,0.13822729617177812,-0.66582276010188,-0.16648056208118361,0.2156452735041654,-0.6571506462061394,0.3639994219792723,-0.7824192359646369,-1.383439432723043,-0.5594272523139626,0.1872502349737157,0.224166079251759,0.5680760979406734,0.22242113662444915,0.4040233746039299,0.08334492783797817,0.8260288891065193,0.056042777820640335,1.1966194189659236,-1.2856563922647686,0.4884212996503457,0.17119515982314543,0.5013516005345352,-0.9669096341896027,0.05022187328645219,-0.27007668505620425,1.615620433291699,-1.6154555783935687,1.9631902871606817,0.2615558030676556,0.583488482934756,-1.1880407585105481,0.8049502524107823,0.5735701008771592,0.2092780577155151,-1.7916878735681763,-0.38506160243374177,0.4649092221726142,-0.29865011333684743,-0.7868708009897284,-0.385784874204065,-0.21418145690224547,-0.028881409206283556,-0.05979366452203471,-0.8100529960926308,0.9273718181282794,-0.6332460825931764,-0.1426118288300234,-0.4940677167310871,2
0.9421428923964942,0.02373821188279575,1.4456494050206072,2.754314233239131,1.309548294231531,1.289328764891032,1.3956227626304676,0.9158479252038392,1.3154882606404004,1.2906092378374843,0.9489806037462044,1.907279320782974,0.2175711251710997,0.5512267696291148,0.14333870530213955,3.096992991485198,-0.5799138889214515,1.0224505334642495,0.31440936870222913,-1.1788361927971565,0.8158757504627906,0.6457114895829578,0.8044775271878326,-0.7292759391037078,1.0403543774398654,0.915238604719457,0.9723176146462145,-1.3616014729273815,1.6140172576825411,1.4516938749272636,1.4004831683779544,-1.2435474350828595,0.9037152163081956,1.2470625824017123,1.0735337693962435,-0.22366759150765975,0.7977104848848674,0.18708122454648496,0.5449063602287745,-0.2054753983051524,0.5089601409290275,0.5900575480486939,0.06750966799978043,-1.0665154496575113,-0.32494898536909916,0.7282157065805905,-0.39511819911744867,-0.5625509355615093,-0.4374473230327201,0.4840615420695085,-0.3355891091818512,-0.1406162929931336,0.06514266853420461,0.44497307944704373,0.22071849975689362,0.026076414714056646,-0.07587657602833489,7
-0.11918562535881035,1.1729095167185009,-0.4496458172801271,-0.20212907905969632,-0.7274450965065005,0.10984988048414757,-0.5359767743138459,0.8079342469695787,-0.5920545141021166,0.6403530277161924,-0.8393752714963241,-0.27650244545237757,0.21705066331048437,-0.4483746461058593,0.34879380329236204,-0.4976141076956902,-0.8520071947590274,-0.5271747475740977,0.7788829178426921,0.6130220788937198,1.050654803908753,0.1312424959925617,0.4518678198358941,0.2704942974904517,2.3941269752677186,-0.14178613023584127,1.4314988659168788,0.9194956605437029,0.35150252431956985,-0.41679040738768025,2.027335835398497,0.12069483325228236,1.8134737150437032,0.11227586128405818,2.86652127082277,0.9552344293212869,1.2411891716182493,0.13063835653335018,0.7561654181236368,0.2033104191350315,0.44119074351304916,-0.21782816733181895,1.0850922878118492,0.8275005575447106,1.2562365966024245,0.2290318611697003,2.2422594021586146,0.3107051925155453,0.4654374277553442,-0.14789674215004253,0.5441597720237022,1.0370654175255134,0.7792046492468692,-0.2139616228130568,0.560015718466206,0.19603190668481646,0.7304917558968796,8
-0.419391155685537,0.2320203655251935,0.7677403931076437,0.14500821844689576,-0.7489057118621933,-0.6536515272336707,-1.1292003811085052,-0.5786715719735102,-0.8502454274473403,-0.7867924477973224,-0.40275786711940564,-0.5410430033841988,0.22565447823370166,0.9828673306839033,0.3491953436195374,-0.07773449580047621,-0.2605000081556013,0.4547079465136269,-0.36812496705829756,1.1903343892356721,-0.060782965304655316,-1.7226450373468463,-0.4311995545545974,0.6079664173571334,0.28544209623947114,-1.2720322478514297,0.38406433192444306,-0.3265025266570721,0.2894480128131181,-0.9444457336005796,0.02878736343139524,0.6096410452796058,0.6057136923966607,-0.6330510479537914,0.2868128791467177,-0.5030144881389587,0.11205965842916799,-0.9477014277966681,0.3135997250013312,-0.2183740380265286,0.3018871488157898,-1.217263049365038,-0.1040895622468183,-0.33664566962389,-0.06271624220481795,0.6358762999752029,0.3294434180055476,-1.4840373750258211,0.0850127025297732,-0.9977557336789616,0.1044528238648991,-0.62563716015524,-0.2976155726811274,0.051119891911803314,-0.6641058105131143,-0.5892734530823969,-0.5413459901018998,9
